250220-085-rs-closuretest-alphas-tcm,0.1178920,0.0003938
250220-086-rs-closuretest-alphas-tcm,0.1178928,0.0004361
250220-087-rs-closuretest-alphas-tcm,0.1180142,0.0004024
250220-088-rs-closuretest-alphas-tcm,0.1183198,0.0004291
250220-089-rs-closuretest-alphas-tcm,0.1183256,0.0004117
250220-090-rs-closuretest-alphas-tcm,0.1181990,0.0003953
250220-091-rs-closuretest-alphas-tcm,0.1177373,0.0004171
250220-092-rs-closuretest-alphas-tcm,0.1179599,0.0004044
250220-093-rs-closuretest-alphas-tcm,0.1179865,0.0004134
250220-094-rs-closuretest-alphas-tcm,0.1177313,0.0003961
250220-095-rs-closuretest-alphas-tcm,0.1178729,0.0003810
250220-096-rs-closuretest-alphas-tcm,0.1180665,0.0004078
250220-097-rs-closuretest-alphas-tcm,0.1181767,0.0004138
250220-098-rs-closuretest-alphas-tcm,0.1181607,0.0003987
250220-099-rs-closuretest-alphas-tcm,0.1179573,0.0004061
250220-100-rs-closuretest-alphas-tcm,0.1178136,0.0003792
