,0.106,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.13
1,2.3634822174416055,2.0350809659247178,2.0221758554052025,2.0079256831773233,1.9970101241015892,1.9925075555591485,1.9973477272371694,2.0143258694552877,2.0262498124220136,2.0458277461846945,2.0686438246864176,2.0975701363702375,2.1279634173242843,2.3775991868724855
2,2.360137471499848,2.0418026935909612,2.027805444582703,2.0182839718807095,2.0116738301009405,2.0109717282926605,2.02410022462468,2.021012442673926,2.0399574728317855,2.059635665119211,2.085144222918995,2.110577856027481,2.1535238542011337,2.4144485555653765
3,2.4243066820156223,2.088601649427331,2.0813094589284638,2.0521007230831394,2.0511441301018567,2.052620630743599,2.0446188269082968,2.0539708547616957,2.0620702825344623,2.079725002498726,2.0999523842355408,2.1199974471402956,2.1497410649443416,2.3739355040175045
4,2.3278286077947303,2.0067341189243972,1.985714519302808,1.9777779191784057,1.9676331259968791,1.970571397598736,1.9674907400041974,1.9756142955202372,1.98731115258959,2.006632365170137,2.0344430174116868,2.0648989397483644,2.0996973119947278,2.2965643788127803
5,2.3481237996802173,2.003744717590524,1.9891727971142252,1.9816795602001807,1.9656666418605289,1.9617963460640437,1.9650834428478983,1.9731679726101499,1.9895701097966894,2.0088680989304284,2.0322842774089533,2.0488440298331674,2.110542534438948,2.326022483653791
6,2.304963398124358,1.9786711610479206,1.9655154513734259,1.951298704593599,1.9536311902247847,1.9485551373487535,1.9538943319738014,1.9633862225910201,1.9810428344604256,2.0025409482277454,2.0241210688441424,2.057604937247635,2.0962962129087135,2.3649192246861848
7,2.3192129458463793,1.9867643423158956,1.9777254941558509,1.9756581130949218,1.9607637542165959,1.9594707383130205,1.9610711392951385,1.9689778522870778,1.9873994271201527,2.0074505931479885,2.0298176640241152,2.060108055998176,2.0969859301734015,2.3538036430109313
8,2.3961890941062878,2.030162984928184,2.01111358125247,1.996731286135662,1.995957621203758,1.9876000134845748,1.9918685764125976,2.024220889734437,2.0112602256199725,2.023194552810808,2.060096053564776,2.087917500186834,,
9,2.2860455175206402,,,1.9187568906998098,1.914420274555993,1.9137406882215002,1.9187059307428953,1.926554880894243,1.9386400274118891,1.9562919834560912,1.9810163360637851,2.0141607974389606,,
10,,2.0426879046901263,2.021098302286667,2.003220821532261,1.9945829063912202,1.99244126992581,1.9942712338586408,1.998125706326404,2.005122093280432,2.030272041594342,2.0515514170069835,2.0696013730981324,2.1177954036400264,2.345674945742047
11,2.238271301292671,1.9272632672737129,1.9100380032169966,1.8984092640298287,1.892512001445843,1.887858496226719,1.888683404418377,1.8979731233632338,1.9107877685457624,1.9262552545430136,1.9524312713013985,1.986361125003114,2.011546967347739,2.23394044298853
12,2.392993369383457,2.0635284833106464,2.044917049812899,2.033306062118226,2.027623802475128,2.022140099022996,2.023834772291795,2.0341204974019136,2.04464861559496,2.063983744000645,2.0874411113547287,2.1114025608712303,2.1457663023492497,2.4128253248163487
13,2.2758504967342423,1.9313853834489396,1.9146826259494862,1.901102219080388,1.8913572692995055,1.893286858728895,1.898064567011812,1.8996099808497073,1.9169453733198774,1.955049403825294,1.9564436390040447,1.9887591850406376,2.023914633218709,2.287547861476085
14,2.3692909244648095,2.0497453010268187,2.0286130260553477,2.025086515646047,2.013002185050908,2.010701090975486,2.0044480758998384,2.0107954049440977,2.02052910613022,2.039674668006302,2.0580051863627378,2.081917979378428,2.120760975098899,2.4350665612485214
15,2.342517145275037,2.032397339001066,2.007192164194646,1.9960128713005338,1.9891548035359674,1.9861673098606296,1.9928192700835614,1.9968525007031408,2.0203165474962734,2.0352460464117224,2.0422556779413537,2.0753395652440436,,2.373765468804014
16,2.347109476553092,2.0252493326544143,,2.003443973213176,1.998770319868002,1.9907115615736468,1.9942707899744838,2.0000530293847287,2.0215080994047367,2.0384774028325205,2.0606613536228133,2.096694930380717,2.123771206138452,2.3987623004814163
17,2.3385220229935606,2.0090843194278936,1.983686049228318,1.9757062206545157,1.9640834849050184,1.9638653205420364,1.9672131443870748,1.9720215522643807,1.983743866715109,2.0039063647156983,2.018730202880228,2.050576404795903,2.0899618394040154,2.310820312392567
18,2.460611252995463,2.0736120122144293,2.051669060254221,2.0431146978092363,2.0343848669343023,2.031262285168084,2.0365733878244767,2.048845445056102,2.061510220144196,2.079457193561402,2.105229879169365,2.133999462970621,2.1677257066376288,2.434650352860654
19,2.411068222241757,2.060512656665551,2.0459549819059557,2.0314099409551307,2.029748873446182,2.019960980171554,2.0242285249654715,2.0322672897236393,2.041428767725748,2.0633656556106317,2.084798134540561,2.1179056116985078,2.132586116394096,2.3675496151583655
20,2.342655930300106,1.991799135761823,1.975273686378833,1.9616316371505347,1.953151758301816,1.9532021777881907,1.948585245545237,1.9570127844913787,1.9872405714963919,1.9887754462620624,2.010127873468234,2.031882073994939,2.083141669037024,2.3053260563357867
